記事ID,収集日時(UTC),ソース,タイトル,URL,公開日,概要(先頭200字),企業名,軸1_組織,軸2_制度仕組み,軸3_コンプライアンス,軸4_業務プロセス,軸5_データマネジメント,軸6_生成AI活用,軸7_業務統合,主要評価軸,推定レベル,判定根拠
6.93763E+11,2026/6/1 5:55,PR Newswire,MSI Accelerates Enterprise AI Strategy with Cloud-to-Edge Ecosystem at COMPUTEX 2026,https://www.prnewswire.com/news-releases/msi-accelerates-enterprise-ai-strategy-with-cloud-to-edge-ecosystem-at-computex-2026-302786582.html,"Mon, 1 Jun 2026 05:30:00 +0000","Scaling Industrial AI from Liquid-Cooled Data Centers to Autonomous Edge Operations TAIPEI, June 1, 2026 /PRNewswire/ -- MSI, a global leader in high-performance computing and industrial solutions, re",MSI,3,3,,3,2,3,3,組織,3,エンタープライズAI戦略を全社的に展開し、液冷データセンターから自律エッジ運用まで体系化した組織的取り組み
fd0383228994,2026/6/1 5:55,PR Newswire,"Blaize and Winmate Bring Rugged Edge AI from the U.S. to the Global Stage at COMPUTEX 2026, Advancing Joint Mission-Critical and Industrial Solutions",https://www.prnewswire.com/news-releases/blaize-and-winmate-bring-rugged-edge-ai-from-the-us-to-the-global-stage-at-computex-2026-advancing-joint-mission-critical-and-industrial-solutions-302786746.html,"Mon, 1 Jun 2026 05:00:00 +0000","Following their U.S. debut at MDEX in Detroit, the companies are showcasing integrated rugged edge AI concepts at COMPUTEX 2026 and discussing potential future collaboration opportunities in aerial an",Blaize、Winmate,2,2,,2,,2,2,生成AI活用,2,ミッションクリティカルなエッジAIソリューション開発における製品・サービス提供の枠組みが明文化されている段階
abf70f1312eb,2026/6/1 5:55,PR Newswire,A new era for retail buying; London-based retail technology company Handshake raises $3.2M to scale AI-native platform,https://www.prnewswire.com/news-releases/a-new-era-for-retail-buying-london-based-retail-technology-company-handshake-raises-3-2m-to-scale-ai-native-platform-302786504.html,"Mon, 1 Jun 2026 05:00:00 +0000","LONDON, June 1, 2026 /PRNewswire/ -- Today, Handshake, the AI-powered retail agreement platform, announces a $3.2 million funding round led by Triple Point Ventures, with participation from Future Bac",Handshake、Triple Point Ventures、Future Bac,2,2,,2,2,2,2,生成AI活用,2,AI駆動型リテール契約プラットフォームの展開において、基本的な仕組みが構築され資金調達により標準化段階に進展
55d7c6f7409e,2026/6/1 5:55,PR Newswire,XPENG Announces Vehicle Delivery Results for May 2026,https://www.prnewswire.com/news-releases/xpeng-announces-vehicle-delivery-results-for-may-2026-302786735.html,"Mon, 1 Jun 2026 04:47:00 +0000","GUANGZHOU, China, June 1, 2026 /PRNewswire/ -- XPeng Inc. (""XPENG"" or the ""Company,"" NYSE: XPEV and HKEX: 9868), a leading global AI mobility technology company, today announced its vehicle delivery r",XPeng Inc.,3,3,2,3,3,3,3,生成AIの業務プロセスへの統合,3,AI技術を中核事業として組織全体に統合し、モビリティプラットフォーム全体で標準化・体系化された運用を実施している段階
42c0140050d4,2026/6/1 5:55,PR Newswire,IREN and BE Networks Accelerate Deployment of Large-Scale AI Factory with NVIDIA DSX Air,https://www.prnewswire.com/news-releases/iren-and-be-networks-accelerate-deployment-of-large-scale-ai-factory-with-nvidia-dsx-air-302786353.html,"Mon, 1 Jun 2026 04:01:00 +0000","High fidelity simulation environment will help validate large NVIDIA GPU AI infrastructure before physical deployment NEW YORK, June 1, 2026 /PRNewswire/ -- BE Networks, a leading provider of networki",IREN、BE Networks、NVIDIA,2,2,,2,1,3,2,生成AI活用,3,NVIDIA DSX Airを活用した大規模AIファクトリーのシミュレーション環境構築により、GPUインフラの検証プロセスを標準化・体系化している取り組み
42b5da891dbb,2026/6/2 5:26,PR TIMES,JMAS、「AWS 生成AIコンピテンシー」を取得,https://prtimes.jp/main/html/rd/p/000000056.000018623.html,2026/6/2,"[株式会社ジェーエムエーシステムズ]
株式会社ジェーエムエーシステムズ（本社：東京都港区、代表取締役社長：坂倉 猛、以下JMAS）は、アマゾン ウェブ サービス（以下 AWS）のパートナープログラムにおいて、「AWS 生成AIコンピテンシー」を取得した...",株式会社ジェーエムエーシステムズ、アマゾン ウェブ サービス,2,2,,,,3,,生成AI活用,3,AWSの生成AIコンピテンシー取得により、生成AI活用能力の認定を受けた。組織・体制として一定の標準化が進んでいると判定。
90553ad2ff70,2026/6/2 5:26,PR TIMES,ゼットスケーラー、エージェント時代の企業の保護に向け、 AIセキュリティへの戦略的投資を強化,https://prtimes.jp/main/html/rd/p/000000108.000055108.html,2026/6/2,"[ゼットスケーラー株式会社]
Symmetry Systemsの買収およびグローバルなシステム インテグレーターとの「Project AI-Guardian」の立ち上げにより、ゼットスケーラーのAIセキュリティ プラットフォームを拡張し、AIエージェント間の通信を管理...",ゼットスケーラー株式会社、Symmetry Systems,3,3,3,3,2,4,3,生成AI活用,4,AIセキュリティプラットフォームの戦略的投資と買収によるAI機能拡張。AIエージェント管理を含む高度な生成AI運用体制。
7a505841efc9,2026/6/2 5:26,PR TIMES,MSOL、PMI Global Summit Series｜SeoulにAI活用マネジメントプラットフォーム「PROEVER」を展示,https://prtimes.jp/main/html/rd/p/000000160.000052085.html,2026/6/2,"[株式会社マネジメントソリューションズ]
株式会社マネジメントソリューションズ（本社：東京都港区、代表取締役会長兼社長：高橋 信也、以下 MSOL）は、2026年6月10日（水）～11日（木）に韓国・ソウルで開催される「PMI(R) Global Summit Series｜Seoul...",株式会社マネジメントソリューションズ,2,2,,2,,2,2,生成AIの業務プロセスへの統合,2,AI活用マネジメントプラットフォーム「PROEVER」を展示。基本的な業務プロセス統合段階と判定。
c4ccc958d75c,2026/6/2 5:26,PR TIMES,「楽天市場」、AI活用による「楽天スーパーSALE」のお買い物体験を強化,https://prtimes.jp/main/html/rd/p/000002635.000005889.html,2026/6/2,"[楽天グループ株式会社]
　楽天グループ株式会社（以下「楽天」）が運営するインターネット・ショッピングモール「楽天市場」は、2026年6月4日（木）20:00より開催する大型セールイベント「楽天スーパーSALE」で、AIを活用したお買い物体...",楽天グループ株式会社,3,3,2,3,3,3,3,生成AIの業務プロセスへの統合,3,楽天市場のセールイベントにおいてAI活用による購買体験強化。全社的に標準化された業務プロセスへのAI組み込みを実施。
693711ffbe7c,2026/6/2 5:26,PR TIMES,AVILEN、「全人類がわかる生成AIパスポート対策講座」を6月2日より提供開始,https://prtimes.jp/main/html/rd/p/000000292.000043360.html,2026/6/2,"[株式会社AVILEN]
[画像: https://prcdn.freetls.fastly.net/release_image/43360/292/43360-292-1ace94f3b30e316b7113635342af0c89-1200x675.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=b",株式会社AVILEN,2,2,2,2,,2,,生成AI活用,2,生成AIの教育プログラムを体系化・提供開始することで、基本方針・手順が明文化された段階の取り組み
18473f5e6702,2026/6/2 5:26,PR TIMES,フィールドセールス向けAIエージェントのUPWARDが「Agentforce World Tour Tokyo」に出展,https://prtimes.jp/main/html/rd/p/000000195.000015260.html,2026/6/2,"[UPWARD株式会社]
[画像1: https://prcdn.freetls.fastly.net/release_image/15260/195/15260-195-64ba8373162ecdcaf0ac02e943384ab7-1350x810.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=",UPWARD株式会社,1,1,,2,,2,2,生成AIの業務プロセスへの統合,2,フィールドセールス業務にAIエージェントを組み込む取り組みで、基本的な業務統合段階を示唆
f8d2632f4367,2026/6/2 5:26,PR TIMES,小中高生の学びの機会保障に向けた取り組み　広域自治体の不登校支援事業に「すらら」を提供,https://prtimes.jp/main/html/rd/p/000000621.000003287.html,2026/6/2,"[すららネット]
　AIを活用したアダプティブな対話式 ICT 教材の開発と提供を行う株式会社すららネット（本社：東京都千代田区、代表取締役：湯野川孝彦）は、合同会社デロイト トーマツが受託した広域自治体の不登校支援事業に...",株式会社すららネット、合同会社デロイト トーマツ,2,2,2,3,2,3,3,生成AIの業務プロセスへの統合,3,不登校支援事業にAIを活用した教材を提供し、学習プロセスに統合。広域自治体向けの標準化された取り組み。
9b9e9918a150,2026/6/2 5:26,PR TIMES,派遣スタッフへの生成AI実践研修を開始　実務直結型のオリジナル研修でスキル習得を支援,https://prtimes.jp/main/html/rd/p/000002099.000005089.html,2026/6/2,"[ヒューマン]
総合人材サービス会社のヒューマンリソシア株式会社（本社：東京都新宿区、代表取締役：高橋　哲雄、以下「当社」）はこのたび、派遣スタッフ向けのオリジナル研修を開発し、生成AI活用スキルを備えた事務派遣ス...",ヒューマンリソシア株式会社,2,3,2,2,1,2,2,制度・仕組み,3,派遣スタッフ向けの生成AI実践研修を開発・提供。教育プログラムの体系化と標準化が進んでいる。
bb222f742a86,2026/6/2 5:26,PR TIMES,"NEC、Newsweek AI Impact Awards 2026のBest Outcomes, Leadership and Succession Planning部門を受賞",https://prtimes.jp/main/html/rd/p/000001350.000078149.html,2026/6/2,"[日本電気株式会社]
　NECによるAIを活用した意思決定の加速を目指す経営ダッシュボードの取り組みが、Newsweek AI Impact Awards 2026(注1)において、Best Outcomes, Leadership and Succession Planning部門で受賞しました。本アワ...",日本電気株式会社,3,3,2,3,3,3,4,生成AIの業務プロセスへの統合,4,AIを活用した経営ダッシュボードで意思決定プロセスに統合。国際アワード受賞で定量的評価・管理レベル。
06af9b8e6c37,2026/6/2 5:26,PR TIMES,人に寄り添う心地よいAI会話技術を開発,https://prtimes.jp/main/html/rd/p/000001543.000012900.html,2026/6/2,"[シャープ]
シャープは、AIによる応答内容自動評価システムにより、ユーザーに寄り添った応答で心地よい会話を実現するAI会話技術を開発しました。
[画像: https://prcdn.freetls.fastly.net/release_image/12900/1543/12900...",シャープ,2,2,2,2,2,3,2,生成AI活用,3,AI応答自動評価システムを開発。ユーザー応答に寄り添う技術で標準化・体系化された技術開発段階。
31f34f22d709,2026/6/2 5:26,PR TIMES,UiPath、Geminiを搭載した自動化によりAIドキュメント処理ソリューションをGoogle Cloud Marketplaceで提供開始,https://prtimes.jp/main/html/rd/p/000000079.000048629.html,2026/6/2,"[UiPath株式会社]
ビジネスオーケストレーションおよびオートメーションのリーダーであるUiPath株式会社（本社：東京都千代田区、会長CEO：長谷川 康一、以下「UiPath」）は本日、UiPath IXP（Intelligent Xtraction &amp; Process...",UiPath株式会社、Google,2,2,2,3,2,3,3,生成AI活用,3,Google Geminiを搭載したドキュメント処理ソリューションをマーケットプレイスで体系的に提供開始。標準化された生成AI活用の実装段階。
6a433a4a29c9,2026/6/2 5:26,PR TIMES,『ferret One』、営業向けAIエージェント「ferret Sales Agent」を提供開始,https://prtimes.jp/main/html/rd/p/000000674.000006585.html,2026/6/2,"[株式会社ベーシック]
BtoBマーケティングのお困りごとをまるっと解決するサービス『ferret One（フェレットワン）』を運営する株式会社ベーシック（本社：東京都千代田区、代表取締役：秋山勝）は、営業活動を支援するAIエージェント...",株式会社ベーシック,2,2,2,2,2,3,3,生成AIの業務プロセスへの統合,3,営業活動支援AIエージェントを新規提供開始。営業プロセスへのAI統合による業務改善を実現する段階。
